questionName,inputType,active,section,group,path,label::fr,label::en,label_one::fr,label_one::en,parameters,appearance,conditional,validation,choices,help_popup,inputRange,confirm_popup,containsHtml,customPath,customChoice,defaultValue,includeNotApplicable,comments
visitedPlaceDepartureTime,Builtin,1,visitedPlaces,personVisitedPlaces,departureTime,{{nickname}} a quitté {{place}} à:,{{nickname}} left {{place}} at:,Vous avez quitté {{place}} à:,You left {{place}} at:,,,,,,,,,,,,,,Voir l'onglet libellés pour des traductions en lien avec l'activité (sur la route et promenade)
buttonSaveVisitedPlace,Builtin,1,visitedPlaces,personVisitedPlaces,visitedPlacesSave,Confirmer,Confirm,,,,,,,,,,,,,,,,
buttonCancelVisitedPlace,Builtin,1,visitedPlaces,personVisitedPlaces,,,,,,,,,,,,,,,,,,,
buttonDeleteVisitedPlace,Builtin,1,visitedPlaces,personVisitedPlaces,,,,,,,,,,,,,,,,,,,
buttonVisitedPlacesConfirmNextSection,Builtin,1,visitedPlaces,,visitedPlaces.save,Confirmer les lieux et continuer,Confirm locations and continue,,,,,lastPlaceEnteredCustomConditional,,,,,,,,,,,
activePersonTitle,Builtin,1,segments,,,,,,,,,,,,,,,True,,,,,
buttonSwitchPerson,Builtin,1,segments,,buttonSwitchPerson,Changer de personne,Change person,,,,,,,,,,,,,,,,
personTripsTitle,Builtin,1,segments,,personTripsTitle,Déplacements de {{nickname}} le {{assignedDate}},Trips made by {{nickname}} on {{assignedDate}},Vos déplacements le {{assignedDate}},Trips you made on {{assignedDate}},,,,,,,,,True,,,,,
personVisitedPlacesMap,Builtin,1,segments,,segmentsMap,Carte des déplacements de **{{nickname}}** le {{assignedDate}}:,Map of **{{nickname}}**’s trips on {{assignedDate}}:,Carte de vos déplacements le {{assignedDate}}:,Map of your trips on {{assignedDate}}:,,,,,,,,,,,,,,
personTrips,Builtin,1,segments,,household.persons.{_activePersonId}.journeys.{_activeJourneyId}.trips,,,,,,,,,,,,,,,,,,
segmentIntro,Builtin,1,segments,personTrips,segmentsIntro,"Veuillez indiquer tous les modes de transport utilisés pour effectuer ce déplacement (de {{originName}} vers {{destinationName}}), dans l'ordre chronologique:","Please indicate all modes of transport used for this trip (from {{originName}} to {{destinationName}}), in chronological order:",,,,,,,,,,,,,,,,
segments,Builtin,1,segments,personTrips,segments,Mode de transport,Mode of transport,,,,,,,,,,,,,,,,
segmentSameModeAsReverseTrip,Builtin,1,segments,segments,sameModeAsReverseTrip,Même mode que le déplacement précédent ({{previousMode}}),Same mode as the previous trip ({{previousMode}}),,,,,,,,,,,,,,,,"segmentSameModeAsPreviousTrip : sameModeAsPreviousTripCustomConditional · Issue #15 · chairemobilite/od_mtl
segmentSameModeAsPreviousTrip : implication · Issue #43 · chairemobilite/od_mtl"
segmentModePre,Builtin,1,segments,segments,modePre,,,,,,,,,,,,,,,,,,FIXME Valider segmentMode · Issue #16 · chairemobilite/od_mtl
segmentMode,Builtin,1,segments,segments,mode,,,,,,,,,,,,,,,,,,
segmentPaidForParking,Radio,VRAI,segments,segments,paidForParking,Stationnement payant?,Paid parking,,,,,isCarDriverAndShouldShowPaidParkingCustomConditional,,paidForParkingChoices,,,,True,,,,,
segmentVehicleOccupancy,RadioNumber,VRAI,segments,segments,vehicleOccupancy,"Personne(s) dans le véhicule
__Inclure le ou la conducteur.trice et toute autre personne, qu’elle fasse partie ou non de votre ménage, peu importe leur âge (enfants inclus).__","Persons in the vehicle
__Include the driver and any other person, whether or not they are part of your household, regardless of their age (including children).__",,,"min=1
max=5
overMaxAllowed",,isSelfDeclaredCarDriverCustomConditional,,,,,,True,,,,,
segmentDriver,Builtin,1,segments,segments,driver,Qui conduisait ?,Who drove?,,,,,,,,,,,True,,,,,FIXME Valider traductions pour segmentDriver : driverCustomChoices · Issue #53 · chairemobilite/od_mtl
segmentSubwayStationStart,Custom,1,segments,segments,subwayStationStart,**Station d'embarquement** (au départ) : ,**Boarding station**(when entering the metro):,,,,,subwayConditional,,,,,,True,,,,,Custom à cause de l'utilisation du nouveau widget `selectFeature` pour le tri par lieu géographique
segmentSubwayStationEnd,Custom,1,segments,segments,subwayStationEnd,**Station de débarquement** (à l'arrivée) : ,**Exit station** (when leaving the metro):,,,,,subwayConditional,,,,,,True,,,,,Custom à cause de l'utilisation du nouveau widget `selectFeature` pour le tri par lieu géographique
segmentSubwayStationsTransfer,Radio,1,segments,segments,subwayStationsTransfer,"**Station(s) de transfert** :
__Choisir ""aucune"" si aucun transfert n'a été effectué__","**Transfer station(s)**:
__Choose ‘none’ if no transfer was made__",,,,,subwayTransferCustomConditional,,subwayStationsTransferCustomChoices,,,,True,,,,,
segmentSubwayLine,Radio,1,segments,segments,subwayLine,**Ligne empruntée** entre BerriUQAM et LionelGroulx :,**Line taken** between BerriUQAM and Lionel-Groulx,,,,,subwayLineConditional,,subwayLineChoices,,,,True,,,,,
segmentTrainStationStart,Custom,1,segments,segments,trainStationStart,**Gare d'embarquement** (au départ) : ,**Boarding station** (when getting onto the train),,,,,trainConditional,,,,,,True,,,,,Custom à cause de l'utilisation du nouveau widget `selectFeature` pour le tri par lieu géographique
segmentTrainStationEnd,Custom,1,segments,segments,trainStationEnd,**Gare de débarquement** (à l'arrivée) : ,**Exit station** (when leaving the train),,,,,trainConditional,trainCustomValidation,,,,,True,,,,,"Custom à cause de l'utilisation du nouveau widget `selectFeature` pour le tri par lieu géographique
FIXME Validations: segmentTrainStationEnd : trainValidation · Issue #20 · chairemobilite/od_mtl"
segmentRemStationStart,Custom,1,segments,segments,remStationStart,**Station d'embarquement** (au départ) : ,**Boarding station** (when entering the REM),,,,,remConditional,,,,,,True,,,,,Custom à cause de l'utilisation du nouveau widget `selectFeature` pour le tri par lieu géographique
segmentRemStationEnd,Custom,1,segments,segments,remStationEnd,**Station de débarquement** (à l'arrivée) : ,**Exit station** (when leaving the REM),,,,,remConditional,,,,,,True,,,,,Custom à cause de l'utilisation du nouveau widget `selectFeature` pour le tri par lieu géographique
segmentPlaneStationStart,Radio,1,segments,segments,planeStationStart,Aéroport de départ,Departure airport,,,,,isPlaneAndSegmentOriginInTerritoryCustomConditional,,planeStationChoices,,,,True,,,,,FIXME segmentPlaneStationStart : planeStationStartCustomConditional · Issue #26 · chairemobilite/od_mtl
segmentIntercityRailStationStart,Radio,1,segments,segments,intercityRailStationStart,Gare de départ,Boarding station (departure),,,,,isIntercityRailAndSegmentOriginInTerritoryCustomConditional,,intercityRailStationChoices,,,,True,,,,,FIXME segmentIntercityRailStationStart : intercityRailStationStartCustomConditional · Issue #27 · chairemobilite/od_mtl
segmentIntercityBusStationStart,Radio,1,segments,segments,intercityBusStationStart,Gare de départ,Boarding station (departure),,,,,isIntercityBusAndSegmentOriginInTerritoryCustomConditional,,intercityBusStationChoices,,,,True,,,,,FIXME segmentIntercityBusStationStart : intercityBusStationStartCustomConditional · Issue #28 · chairemobilite/od_mtl
segmentPlaneStationEnd,Radio,1,segments,segments,planeStationEnd,Aéroport d’arrivée,Arrival airport,,,,,isPlaneAndSegmentDestinationInTerritoryCustomConditional,,planeStationChoices,,,,True,,,,,FIXME segmentPlaneStationEnd : planeStationEndCustomConditional · Issue #30 · chairemobilite/od_mtl
segmentIntercityRailStationEnd,Radio,1,segments,segments,intercityRailStationEnd,Gare d'arrivée,Exit station (arrival),,,,,isIntercityRailAndSegmentDestinationInTerritoryCustomConditional,,intercityRailStationChoices,,,,True,,,,,FIXME segmentIntercityRailStationEnd : intercityRailStationEndCustomConditional · Issue #31 · chairemobilite/od_mtl
segmentIntercityBusStationEnd,Radio,1,segments,segments,intercityBusStationEnd,Gare d'arrivée,Exit station (arrival),,,,,isIntercityBusAndSegmentDestinationInTerritoryCustomConditional,,intercityBusStationChoices,,,,True,,,,,FIXME segmentIntercityBusStationEnd : intercityBusStationEndCustomConditional · Issue #32 · chairemobilite/od_mtl
segmentBusLines,Custom,VRAI,segments,segments,busLines,"**Ligne(s) de bus utilisée(s)** (dans l'ordre chronologique)
__Pour chaque ligne utilisée, inscrivez le numéro de la ligne ou son nom puis sélectionnez-la dans la liste des résultats.__","**Bus line(s) taken** (in chronological order)
__For each line, begin by typing the number or name, then select it from the results shown.__",,,,,busConditional,,,,,,True,,,,,"Custom because of the choices that include available bus routes and it's a multiselect

FIXME segmentBusLines : choix · Issue #24 · chairemobilite/od_mtl
segmentBusLines : busValidation · Issue #43 · chairemobilite/od_mtl"
segmentBusLinesWarning,Custom,0,segments,segments,busLinesWarning,Certaines lignes de bus sélectionnés semblent invalides pour ce trajet aux heures mentionnées. Veuillez valider les lignes.,Some bus line(s) seem invalid for this trip. Please validate the lines.,,,,,,,,,,,True,,,,,Custom because of the color and size of the choices
segmentTransitAccessMode,Radio,1,segments,segments,transitAccessMode,**Mode** pour se rendre de {{origin}} {{stopType}},Mode of transportation to get from {{origin}} to {{stopType}},,,customLabels={{segmentTransitAccessModeCustomLabel}},,isTransitModeAndDistanceFromOriginCustomConditional,,transitModesChoices,,,,True,,,,,"Needs custom label because of interpolations and custom conditional because of distance calculations

FIXME segmentTransitAccessMode : transitAccessCustomConditional · Issue #25 · chairemobilite/od_mtl"
segmentIntercityAccessMode,Radio,1,segments,segments,intercityAccessMode,**Mode** pour se rendre de {{origin}} {{stopType}},Mode of transportation to get from {{origin}} to {{stopType}},,,customLabels={{segmentIntercityAccessModeCustomLabel}},,isIntercityAndOriginInTerritoryCustomConditional,,intercityModesChoices,,,,True,,,,,"Needs custom label because of interpolations and custom conditional because of distance calculations

FIXME segmentIntercityAccessMode : intercityAccessCustomConditional · Issue #29 · chairemobilite/od_mtl"
segmentTransitEgressMode,Radio,1,segments,segments,transitEgressMode,**Mode** pour se rendre {{stopType}} à {{destination}},Mode of transportation to get {{stopType}} to {{destination}},,,customLabels={{segmentTransitEgressModeCustomLabel}},,isTransitModeAndDistanceToDestinationCustomConditional,,transitModesChoices,,,,True,,,,,"Needs custom label because of interpolations and custom conditional because of distance calculations

 FIXME Needs custom label because of interpolations and custom conditional because of distance calculations"
segmentIntercityEgressMode,Radio,1,segments,segments,intercityEgressMode,**Mode** pour se rendre {{stopType}} à {{destination}},Mode of transportation to get {{stopType}} to {{destination}},,,customLabels={{segmentIntercityEgressModeCustomLabel}},,isIntercityAndDestinationInTerritoryCustomConditional,,intercityModesChoices,,,,True,,,,,"Needs custom label because of interpolations and custom conditional because of distance calculations

FIXME segmentIntercityEgressMode : intercityEgressCustomConditional · Issue #34 · chairemobilite/od_mtl"
tripJunctionPrivateBus,Select,1,segments,segments,junctionPrivateBus,**Lieu d’embarquement** (montée dans le bus) ,**Boarding location** (getting on the bus),,,,,junctionPrivateBusCustomConditional,,tripJunctionCustomChoices,,,,True,,,,,FIXME tripJunctionPrivateBus : choix · Issue #36 · chairemobilite/od_mtl
tripJunctionBusPrivate,Select,1,segments,segments,junctionBusPrivate,**Lieu de débarquement** (descente du bus) ,**Exit location** (getting off the bus),,,,,junctionBusPrivateCustomConditional,,tripJunctionCustomChoices,,,,True,,,,,
tripJunctionPaidParking,Radio,1,segments,segments,junctionPointPaidParking,**Stationnement** en arrivant  {{stopType}},**Parking** upon arrival at {{stopType}},,,customLabels={{tripJunctionPaidParkingCustomLabel}},,junctionPaidParkingCustomConditional,,paidForParkingChoices,,,,True,,,,,"Custom label because of placeholders

FIXME tripJunctionPaidParking : junctionPaidParkingCustomConditional · Issue #37 · chairemobilite/od_mtl"
segmentHasNextMode,Builtin,1,segments,segments,hasNextMode,Autre mode utilisé pour le déplacement avant l'arrivée?,Other mode of transportation used for the trip before arrival?,,,,,,,,,,,,,,,,
personTripsCommonTripWith,Checkbox,1,segments,personTrips,commonTripWith,"Ce déplacement (entre {{origin}} et {{destination}}) a-t-il été effectué, en tout ou en partie, **avec un autre membre du ménage**?","Was this trip (between {{origin}} and {{destination}}) made, in part or entirely, **with another household member**?",,,customLabels={{commonTripCustomLabel}},,commonTripCustomConditional,commonTripCustomValidation,commonTripCustomChoices,,,,True,,,,,
buttonSaveTrip,Builtin,1,segments,personTrips,trip.save,Confirmer ce déplacement,Confirm this trip,,,,,,,,,,,,,,,,
buttonConfirmNextSection,Builtin,1,segments,,segments.save,Confirmer les lieux et continuer,Confirm locations and continue,,,,,lastPlaceEnteredCustomConditional,,,,,,,,,,,
activePersonTitle,Builtin,1,travelBehavior,,,,,,,,,,,,,,,True,,,,,
buttonSwitchPerson,Builtin,1,travelBehavior,,buttonSwitchPerson,Changer de personne,Change person,,,,,,,,,,,,,,,,
personNoWorkTripIntro,InfoText,1,travelBehavior,,household.persons.{_activePersonId}.journeys.{_activeJourneyId}.personNoWorkTripIntro,**Vous n'avez déclaré aucun déplacement pour le travail** pour {{nickname}} le {{journeyDate}},**You didn't report any work trips** by {{nickname}} on {{journeyDate}},Vous avez déclaré n'avoir fait **aucun déplacement pour le travail** le {{journeyDate}},**You didn't report any work trips** on {{journeyDate}},customLabels={{personNoWorkTripIntroCustomLabel}},,shouldAskForNoWorkTripReasonCustomConditional,,,,,,True,,,,,Custom label because of the date placeholder
personNoWorkTripReason,Select,1,travelBehavior,,household.persons.{_activePersonId}.journeys.{_activeJourneyId}.noWorkTripReason,Pour quelle raison?,Why?,,,,,shouldAskForNoWorkTripReasonCustomConditional,requiredValidation,noWorkTripReasonChoices,,,,,,,,,
personUsualWorkPlaceIntro,InfoText,True,travelBehavior,,household.persons.{_activePersonId}.journeys.{_activeJourneyId}.usualWorkPlaceIntro,{{nickname}} n'a pas fait de déplacement vers son lieu de travail habituel. Pouvez-vous le localiser?,{{nickname}} has not traveled to {{gender: his/her/their/their}} usual workplace. Can you locate it?,Vous n'avez pas fait de déplacement vers votre lieu de travail habituel. Pouvez-vous le localiser?,You have not traveled to your usual workplace. Can you locate it?,,,hasWorkingLocationNotSetCustomConditional,,,,,,,,,,,
personUsualWorkPlaceName,String,True,travelBehavior,,household.persons.{_activePersonId}.usualWorkPlace.name,**Nom ou adresse** du **lieu habituel de travail** de {{nickname}},**Name or address** of {{nickname}}'s **usual workplace**,**Nom ou adresse** de votre **lieu habituel de travail**,**Name or address** of your **usual workplace**,,,hasWorkingLocationNotSetCustomConditional,,,,,,True,,,,,
personUsualWorkPlaceGeography,Custom,True,travelBehavior,,household.persons.{_activePersonId}.usualWorkPlace.geography,"Veuillez localiser le **lieu de travail habituel** de {{nickname}}
__Naviguez, zoomez, et cliquez sur la carte pour localiser le lieu. Une fois localisé, vous pourrez déplacer le point sur la carte pour davantage de précision.
Vous pouvez également chercher le lieu sur la carte en utilisant le bouton ""Chercher le lieu"".__","Please locate the **usual workplace** for {{nickname}}
__Navigate, zoom, and click on the map to identify the location. Once located, you can move the marker for greater precision.
You can also search for the place on the map using the ""Search location"" button.__","Veuillez localiser votre **lieu de travail habituel**.
__Naviguez, zoomez, et cliquez sur la carte pour localiser le lieu. Une fois localisé, vous pourrez déplacer le point sur la carte pour davantage de précision.
Vous pouvez également chercher le lieu sur la carte en utilisant le bouton ""Chercher le lieu"".__","Please locate your **usual workplace**.
__Navigate, zoom, and click on the map to identify the location. Once located, you can move the marker for greater precision.
You can also search for the place on the map using the ""Search location"" button.__",,,hasWorkingLocationNotSetCustomConditional,,,,,,True,,,,,Custom because it's a map
personUsualWorkPlaceCommuting,Radio,True,travelBehavior,,household.persons.{_activePersonId}.usualWorkPlaceCommuting,"Quel moyen de transport utilise habituellement {{nickname}} pour** se rendre à son lieu de travail?** 
__Si plusieurs modes sont utilisés, indiquer le mode qui représente la plus grande partie de la distance parcourue.
Si {{nickname}} fréquente plusieurs lieux, répondre en fonction du lieu le plus fréquemment visité.__","What mode of transportation does {{nickname}} usually use **to travel to their workplace?**
__If multiple modes are used, indicate the one that represents the largest share of distance traveled.
If {{nickname}} works at multiple locations, respond based on the location visited most frequently.__","Quel moyen de transport utilisez-vous habituellement pour** vous rendre à votre lieu de travail?** 
__Si plusieurs modes sont utilisés, indiquer le mode qui représente la plus grande partie de la distance parcourue.
Si vous fréquentez plusieurs lieux, répondre en fonction du lieu le plus fréquemment visité.__","What mode of transportation do you usually use **to travel to your workplace?**
__If multiple modes are used, indicate the one that represents the largest share of distance traveled.
If you work at multiple locations, respond based on the location visited most frequently.__",customLabels={{personUsualWorkPlaceCommutingCustomLabel}},,hasWorkingLocationNotSetCustomConditional,,usualWorkPlaceCommutingModes,usualWorkPlaceCommutingHelpPopup,,,True,,,,,Custom label for suffix by workplace type
personNoSchoolTripIntro,InfoText,1,travelBehavior,,household.persons.{_activePersonId}.journeys.{_activeJourneyId}.personNoSchoolTripIntro,**Vous n'avez déclaré aucun déplacement pour les études** pour {{nickname}} le {{journeyDate}},**You didn't report any study trips** for {{nickname}} on {{journeyDate}},Vous avez déclaré n'avoir fait **aucun déplacement pour les études** le {{journeyDate}},**You didn't report any study trips** on {{journeyDate}},customLabels={{personNoSchoolTripIntroCustomLabel}},,shouldAskForNoSchoolTripFollowupCustomConditional,,,,,,True,,,,,Custom label because of the date placeholder
personHasSchoolPlace,Radio,True,travelBehavior,,household.persons.{_activePersonId}.hasSchoolPlace,"Est-ce que {{nickname}} se rend dans un **établissement scolaire** pour étudier?
__Répondre ‘Non’ seulement si {{nickname}} n’effectue que des cours à distance.__","Does {{nickname}} attend **a school or educational institution for studies?**
__Answer “No” only if {{nickname}} takes courses exclusively online.__","Est-ce que vous vous rendez dans un **établissement scolaire** pour étudier?
__Répondre ‘Non’ seulement si vous n’effectuez que des cours à distance.__","Do you attend **a school or educational institution for studies?**
__Answer “No” only if you take courses exclusively online.__",customLabels={{personHasSchoolPlaceCustomLabel}},,shouldAskForNoSchoolTripFollowupCustomConditional,,yesNo,,,,True,,,,,Custom label to change label for 5 years old
personUsualSchoolPlaceName,String,True,travelBehavior,,household.persons.{_activePersonId}.usualSchoolPlace.name,**Nom ou adresse** du **lieu habituel d’études** de {{nickname}},**Name or address** of {{nickname}}'s school or **main study location**,**Nom ou adresse** de votre **lieu habituel d’études**,**Name or address** of your school or **main study location**,,,hasSchoolLocationNotSetConditional,,,,,,True,,,,,
personUsualSchoolPlaceGeography,Custom,True,travelBehavior,,household.persons.{_activePersonId}.usualSchoolPlace.geography,"Veuillez localiser le **lieu habituel d’études** de {{nickname}}.
__Naviguez, zoomez, et cliquez sur la carte pour localiser le lieu. Une fois localisé, vous pourrez déplacer le point sur la carte pour davantage de précision.
Vous pouvez également chercher le lieu sur la carte en utilisant le bouton ""Chercher le lieu"").__","Please locate the **usual place of study** for {{nickname}}.
__Navigate, zoom, and click on the map to identify the location. Once located, you can move the marker for greater precision.
You can also search for the place on the map using the ""Search location"" button.__","Veuillez localiser votre **lieu habituel d’études**.
__Naviguez, zoomez, et cliquez sur la carte pour localiser le lieu. Une fois localisé, vous pourrez déplacer le point sur la carte pour davantage de précision.
Vous pouvez également chercher le lieu sur la carte en utilisant le bouton ""Chercher le lieu"").__","Please locate your **usual place of study**.
__Navigate, zoom, and click on the map to identify the location. Once located, you can move the marker for greater precision.
You can also search for the place on the map using the ""Search location"" button.__",,,hasSchoolLocationNotSetConditional,,,,,,True,,,,,Custom because it is a map
personNoSchoolTripReason,Select,1,travelBehavior,,household.persons.{_activePersonId}.journeys.{_activeJourneyId}.noSchoolTripReason,Raison pour laquelle {{nickname}} n’a pas effectué de déplacement pour les études le {{journeyDate}}?,Reason {{nickname}} did not travel for {{gender: his/her/their/their}} studies on {{journeyDate}},Raison pour laquelle vous n'avez pas effectué de déplacement pour les études le {{journeyDate}}?,Reason you did not travel for your studies on {{journeyDate}},customLabels={{personNoSchoolTripReasonCustomLabel}},,hasSchoolLocationNotSetConditional,requiredValidation,noSchoolTripReasonChoices,,,,,,,,,
buttonTravelBehaviorConfirmNextSection,NextButton,1,travelBehavior,,travelBehavior.save,Continuer,Continue,,,,,,,,,,,,,,,,
toddlerDaycare,Radio,1,omissions,,omissions.toddlerDaycare,Est-ce qu’au moins un de vos enfants ont fréquenté un lieu de garde (garderie ou CPE) le {{assignedDate}}? ,Did at least one of your children attend a childcare center (daycare or CPE) on {{assignedDate}}?,"Est-ce que {{childname}} ($t(survey:age, {""count"": {{age}} })) a fréquenté un lieu de garde (garderie ou CPE) le {{assignedDate}}? ","Did {{childname}} ($t(survey:age, {""count"": {{age}} })) attend a childcare center (daycare or CPE) on {{assignedDate}}?",customLabels={{toddlerDaycareCustomLabel}},,toddlerDaycareCustomConditional,,yesNo,toddlerDaycareHelpPopup,,,1,,,,,"Adapter la phrase si un seul enfant de 0-4ans avec le nickname et age. 
Pour les conditions SI EP garderie ET au moins un enfant de 0-4ans ET aucun dép. reconduire/aller chercher à une garderie/CPE (shp)"
toddlerDaycareDropoff,Checkbox,1,omissions,,omissions.toddlerDaycareDropoff,Qui a reconduit vos enfants à leur lieu de garde?,Who dropped off your children at their childcare center?,"Qui a reconduit {{childname}} ($t(survey:age, {""count"": {{age}} })) à son lieu de garde?","Who dropped off {{childname}} ($t(survey:age, {""count"": {{age}} })) at the childcare center",customLabels={{toddlerDaycareDropoffCustomLabel}},,toddlerDaycareConditional,,person14PlusAndOtherCustomChoices,,,,1,,,,,"Adapter la phrase selon le nombre d'enfants
Liste des membres du ménage + ""une autre personne"""
toddlerDaycareDropoffMode,Radio,1,omissions,,omissions.toddlerDaycareDropoffMode,Par quel moyen de transport?,What mode of transportation was used?,,,,,toddlerDaycareConditional,,toddlerDaycareMode,,,,1,,,,,
toddlerDaycarePickup,Checkbox,1,omissions,,omissions.toddlerDaycarePickup,Qui est allé chercher vos enfants à leur lieu de garde?,Who picked up your children from their childcare center?,"Qui est allé chercher {{childname}} ($t(survey:age, {""count"": {{age}} })) à son lieu de garde?","Who picked up {{childname}} ($t(survey:age, {""count"": {{age}} })) at the childcare center",customLabels={{toddlerDaycarePickupCustomLabel}},,toddlerDaycareConditional,,person14PlusAndOtherCustomChoices,,,,1,,,,,"Adapter la phrase selon le nombre d'enfants
Liste des membres du ménage + ""une autre personne"""
toddlerDaycarePickupMode,Radio,1,omissions,,omissions.toddlerDaycarePickupMode,Par quel moyen de transport?,What mode of transportation was used?,,,,,toddlerDaycareConditional,,toddlerDaycareMode,,,,1,,,,,
hasOmittedTrips,Radio,1,omissions,,omissions.hasOmittedTrips,"Avez-vous effectué au moins un déplacement le {{assignedDate}} que vous n'auriez pas rapporté?
__Par exemple, une marche au dépanneur, un café ou un souper avec amis, ou une balade santé avec le chien.
Vous n’aurez pas à revenir en arrière. Nos voulons juste savoir à quelle fréquence des déplacements sont omis.
Cette question n’est posée qu’à une seule personne du ménage dans l’objectif d’améliorer notre compréhension des limites des données.__","Did you make at least one trip on {{assignedDate}} that you did not report?
__For example, a walk to the convenience store, going out for coffee or dinner with friends, or a health walk with the dog.
You will not need to go back and update anything. We just want to know how often trips are missed.
This question is only asked to one person in the household in order to improve our understanding of the limitations of the data.__",,,customLabels={{hasOmittedTripsCustomLabel}},,hasOmittedTripsConditional,,yesNo,,,,1,,,,,
hasOmittedTripsIntro,InfoText,1,omissions,,omissions.hasOmittedTripsIntro,"__Cocher toutes les **activités** de déplacements associés avec vos déplacements non-rapportés, ainsi que les **modes** utilisés pour les effectuer.__","__Check all the **activities** for your unreported trips, as well as the **modes of transportation** used to make them.__",,,,,hasOmittedTripsSpecifyConditional,,,,,,1,,,,,
hasOmittedTripsActivity,Checkbox,1,omissions,,omissions.hasOmittedTripsActivity,Activités:,Activities:,,,,,hasOmittedTripsSpecifyConditional,,hasOmittedTripsActivities,,,,1,,,,,
hasOmittedTripsMode,Checkbox,1,omissions,,omissions.hasOmittedTripsMode,Modes:,Modes:,,,,,hasOmittedTripsSpecifyConditional,,hasOmittedTripsModes,,,,1,,,,,
buttonCompleteOmissionsSection,NextButton,1,omissions,,buttonCompleteOmissionsSection,Continuer,Continue,,,,,,,,,,,1,,,,,
householdMadeLongDistanceTripsInLastYear,Radio,1,longDistance,,household.madeLongDistanceTripsInLastYear,"Au cours des **12 derniers mois**, est-ce que vous ou un des membres de votre ménage avez effectué au moins un déplacement, autre qu’à votre lieu habituel de travail ou d’études, qui **a franchi les limites de cette zone grise** (plus de 40 km du domicile)?","In the **last 12 months**, did you or a member of your household make any trips other than to your usual place of work or study, **beyond the limits of the grey area** (more than 40 km from home)?","Au cours des **12 derniers mois**, avez-vous effectué au moins un déplacement, autre qu’à votre lieu habituel de travail ou d’études, qui **a franchi les limites de cette zone grise** (plus de 40 km du domicile)?","In the **last 12 months**, did you make any trips other than to your usual place of work or study, **beyond the limits of the grey area**(more than 40 km from home)?",,,,,yesNoDontKnow,,,,True,,,,,
householdLongDistanceIntroMap,Custom,1,longDistance,,householdLongDistanceIntroMap,,,,,,,,,,,,,True,,,,,Custom because it is a map around the home
householdLongDistanceTripsSeptemberDecember,Radio,1,longDistance,,household.longDistanceTripsSeptemberDecember,À quelle fréquence vous ou un des membres de votre ménage avez-vous effectué des déplacements longue distance (plus de 40 km) de **septembre à décembre 2024**?,How often did you or a member of your household make long-distance trips (more than 40 km) between **September and December 2024**?,À quelle fréquence avez-vous effectué des déplacements longue distance (plus de 40 km) de **septembre à décembre 2024**?,How often did you make long-distance trips (more than 40 km) between **September and December 2024**?,,,madeLongDistanceTripsConditional,,longDistanceFrequencyChoices,,,,True,,,,,
householdLongDistanceTripsJanuaryApril,Radio,1,longDistance,,household.longDistanceTripsJanuaryApril,À quelle fréquence vous ou un des membres de votre ménage avez-vous effectué des déplacements longue distance (plus de 40 km) de **janvier à avril 2025**?,How often did you or a member of your household make long-distance trips (more than 40 km) between **January and April 2025**?,À quelle fréquence avez-vous effectué des déplacements longue distance (plus de 40 km) de **janvier à avril 2025**?,How often did you make long-distance trips (more than 40 km) between **January and April 2025**?,,,madeLongDistanceTripsConditional,,longDistanceFrequencyChoices,,,,True,,,,,
householdLongDistanceTripsMayAugust,Radio,1,longDistance,,household.longDistanceTripsMayAugust,À quelle fréquence vous ou un des membres de votre ménage avez-vous effectué des déplacements longue distance (plus de 40 km) de **mai à août 2025**?,How often did you or a member of your household make long-distance trips (more than 40 km) between **May and August 2025**?,À quelle fréquence avez-vous effectué des déplacements longue distance (plus de 40 km) de **mai à août 2025**?,How often did you make long-distance trips (more than 40 km) between **May and August 2025**?,,,madeLongDistanceTripsConditional,,longDistanceFrequencyChoices,,,,True,,,,,
wouldLikeToParticipateToLongDistanceSurvey,Radio,1,longDistance,,household.wouldLikeToParticipateToLongDistanceSurvey,Seriez-vous intéressés à **être recontactés** pour une enquête plus approfondie sur les **déplacements interurbains**?,Would you be interested in **being contacted again** for a more in-depth survey on **interurban travel**?,,,,,madeLongDistanceTripsConditional,,yesNo,,,,True,,,,,
wouldLikeToParticipateToLongDistanceSurveyContactEmail,String,1,longDistance,,household.wouldLikeToParticipateToLongDistanceSurveyContactEmail,Veuillez fournir une **adresse courriel** de contact pour participer à une enquête sur les **déplacements interurbains**,Please provide the **email address** where you can be reached to participate in a survey on **interurban travel**,,,,,wantToParticipateInLongDistanceSurveyConditional,emailValidation,,,,,True,,,,,
buttonCompleteLongDistanceSection,NextButton,1,longDistance,,buttonCompleteLongDistanceSection,Continuer,Continue,,,,,,,,,,,,,,,,
selectFreqPersonIntro,InfoText,1,selectFreqPerson,,selectFreqPersonIntro,"Les questions suivantes visent à mieux comprendre les comportements de mobilité au‑delà des déplacements déjà déclarés.
Elles sont posées à un seul répondant du ménage.","The following questions aim to better understand mobility behaviours beyond the trips already reported.
They are asked to a single respondent in the household.",,,,,,,,,,,True,,,,,
selectFreqPerson,Radio,VRAI,selectFreqPerson,,_freqPersonId,Qui répondra à ces questions?,Who will answer those questions?,,,,,,,hhAge16PlusCustomChoices,,,,True,,,,,
buttonCompleteSelectFreqPersonSection,NextButton,1,selectFreqPerson,,buttonCompleteSelectFreqPersonSection,Confirmer,Confirm,,,,,,,,,,,,,,,,
